v4_0,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,registration-or-occurrence,RegistrationOrOccurrence
1,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,15-19,15-19,registrations,Registrations
1,2026,2026,E12000008,South East,week-12,Week 12,female,Female,15-19,15-19,registrations,Registrations
7,2026,2026,E92000001,England,week-12,Week 12,male,Male,15-19,15-19,registrations,Registrations
1,2026,2026,E12000008,South East,week-12,Week 12,all,All,20-24,20-24,registrations,Registrations
72,2026,2026,E12000009,South West,week-12,Week 12,male,Male,75-79,75-79,registrations,Registrations
1694,2026,2026,E92000001,England,week-12,Week 12,all,All,80-84,80-84,registrations,Registrations
162,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,80-84,80-84,registrations,Registrations
55,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,80-84,80-84,registrations,Registrations
2,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,20-24,20-24,registrations,Registrations
78,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,80-84,80-84,registrations,Registrations
2,2026,2026,E12000001,North East,week-12,Week 12,male,Male,25-29,25-29,registrations,Registrations
2,2026,2026,E12000002,North West,week-12,Week 12,male,Male,25-29,25-29,registrations,Registrations
5,2026,2026,E12000008,South East,week-12,Week 12,male,Male,25-29,25-29,registrations,Registrations
7,2026,2026,E12000007,London,week-12,Week 12,all,All,30-34,30-34,registrations,Registrations
50,2026,2026,E12000001,North East,week-12,Week 12,female,Female,85-89,85-89,registrations,Registrations
167,2026,2026,E12000002,North West,week-12,Week 12,all,All,90-94,90-94,registrations,Registrations
199,2026,2026,E12000006,East of England,week-12,Week 12,all,All,90-94,90-94,registrations,Registrations
128,2026,2026,E12000007,London,week-12,Week 12,all,All,90-94,90-94,registrations,Registrations
250,2026,2026,E12000008,South East,week-12,Week 12,all,All,90-94,90-94,registrations,Registrations
1,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,30-34,30-34,registrations,Registrations
57,2026,2026,E12000002,North West,week-12,Week 12,female,Female,95-99,95-99,registrations,Registrations
42,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,95-99,95-99,registrations,Registrations
16,2026,2026,E12000007,London,week-12,Week 12,male,Male,95-99,95-99,registrations,Registrations
7,2026,2026,E12000002,North West,week-12,Week 12,male,Male,100+,100+,registrations,Registrations
1,2026,2026,E12000007,London,week-12,Week 12,male,Male,100+,100+,registrations,Registrations
106,2026,2026,E12000009,South West,week-12,Week 12,female,Female,90-94,90-94,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,35-39,35-39,occurrences,Occurrences
25,2026,2026,E12000001,North East,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
66,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
32,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,95-99,95-99,occurrences,Occurrences
2,2026,2026,E12000001,North East,week-12,Week 12,male,Male,35-39,35-39,occurrences,Occurrences
1,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,35-39,35-39,occurrences,Occurrences
18,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,95-99,95-99,occurrences,Occurrences
6,2026,2026,W92000004,Wales,week-12,Week 12,all,All,100+,100+,occurrences,Occurrences
7,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,100+,100+,occurrences,Occurrences
10,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,45-49,45-49,occurrences,Occurrences
6,2026,2026,E12000007,London,week-12,Week 12,male,Male,45-49,45-49,occurrences,Occurrences
20,2026,2026,E12000007,London,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
8,2026,2026,E12000008,South East,week-12,Week 12,male,Male,50-54,50-54,occurrences,Occurrences
34,2026,2026,E12000001,North East,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
48,2026,2026,E12000009,South West,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
15,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,60-64,60-64,occurrences,Occurrences
16,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,60-64,60-64,occurrences,Occurrences
25,2026,2026,E12000009,South West,week-12,Week 12,male,Male,60-64,60-64,occurrences,Occurrences
241,2026,2026,E92000001,England,week-12,Week 12,female,Female,65-69,65-69,occurrences,Occurrences
26,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,65-69,65-69,occurrences,Occurrences
75,2026,2026,E12000001,North East,week-12,Week 12,all,All,80-84,80-84,occurrences,Occurrences
241,2026,2026,E12000002,North West,week-12,Week 12,all,All,80-84,80-84,occurrences,Occurrences
151,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,80-84,80-84,occurrences,Occurrences
261,2026,2026,E12000008,South East,week-12,Week 12,all,All,80-84,80-84,occurrences,Occurrences
69,2026,2026,E12000007,London,week-12,Week 12,female,Female,80-84,80-84,occurrences,Occurrences
92,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,80-84,80-84,occurrences,Occurrences
115,2026,2026,W92000004,Wales,week-12,Week 12,all,All,85-89,85-89,occurrences,Occurrences
162,2026,2026,E12000008,South East,week-12,Week 12,female,Female,85-89,85-89,occurrences,Occurrences
78,2026,2026,W92000004,Wales,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
164,2026,2026,E12000002,North West,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
179,2026,2026,E12000006,East of England,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
250,2026,2026,E12000008,South East,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
83,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,90-94,90-94,occurrences,Occurrences
100,2026,2026,E12000006,East of England,week-12,Week 12,female,Female,90-94,90-94,occurrences,Occurrences
618,2026,2026,E92000001,England,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
56,2026,2026,E12000006,East of England,week-12,Week 12,female,Female,95-99,95-99,occurrences,Occurrences
11,2026,2026,E12000001,North East,week-12,Week 12,male,Male,95-99,95-99,occurrences,Occurrences
1,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,20-24,20-24,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-12,Week 12,female,Female,20-24,20-24,occurrences,Occurrences
3,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,20-24,20-24,occurrences,Occurrences
0,2026,2026,E12000007,London,week-12,Week 12,female,Female,25-29,25-29,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,25-29,25-29,occurrences,Occurrences
1,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,25-29,25-29,occurrences,Occurrences
1,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,25-29,25-29,occurrences,Occurrences
2,2026,2026,E12000006,East of England,week-12,Week 12,all,All,30-34,30-34,occurrences,Occurrences
1,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,30-34,30-34,occurrences,Occurrences
2,2026,2026,E12000008,South East,week-12,Week 12,male,Male,30-34,30-34,occurrences,Occurrences
1,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,35-39,35-39,occurrences,Occurrences
6,2026,2026,E12000007,London,week-12,Week 12,female,Female,35-39,35-39,occurrences,Occurrences
4,2026,2026,E12000009,South West,week-12,Week 12,all,All,40-44,40-44,occurrences,Occurrences
4,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,40-44,40-44,occurrences,Occurrences
5,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,40-44,40-44,occurrences,Occurrences
2,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,45-49,45-49,occurrences,Occurrences
9,2026,2026,E12000006,East of England,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
3,2026,2026,E12000006,East of England,week-12,Week 12,female,Female,50-54,50-54,occurrences,Occurrences
20,2026,2026,E12000001,North East,week-12,Week 12,all,All,55-59,55-59,occurrences,Occurrences
13,2026,2026,E12000007,London,week-12,Week 12,female,Female,55-59,55-59,occurrences,Occurrences
86,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,85-89,85-89,occurrences,Occurrences
103,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,85-89,85-89,occurrences,Occurrences
141,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
47,2026,2026,E12000005,West Midlands,week-12,Week 12,female,Female,95-99,95-99,occurrences,Occurrences
620,2026,2026,W92000004,Wales,week-12,Week 12,all,All,all-ages,All ages,occurrences,Occurrences
442,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,all-ages,All ages,occurrences,Occurrences
6,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,0-1,0-1,occurrences,Occurrences
4,2026,2026,E12000008,South East,week-12,Week 12,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,1-4,1-4,occurrences,Occurrences
1,2026,2026,E92000001,England,week-12,Week 12,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000007,London,week-12,Week 12,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,10-14,10-14,occurrences,Occurrences
1,2026,2026,E12000007,London,week-12,Week 12,all,All,15-19,15-19,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,all,All,15-19,15-19,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-12,Week 12,female,Female,15-19,15-19,occurrences,Occurrences
8,2026,2026,E92000001,England,week-12,Week 12,all,All,20-24,20-24,occurrences,Occurrences
2,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,20-24,20-24,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,female,Female,20-24,20-24,occurrences,Occurrences
1,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,25-29,25-29,occurrences,Occurrences
1,2026,2026,E12000006,East of England,week-12,Week 12,all,All,25-29,25-29,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-12,Week 12,male,Male,25-29,25-29,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,30-34,30-34,occurrences,Occurrences
3,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,35-39,35-39,occurrences,Occurrences
5,2026,2026,E12000008,South East,week-12,Week 12,all,All,40-44,40-44,occurrences,Occurrences
26,2026,2026,E92000001,England,week-12,Week 12,male,Male,40-44,40-44,occurrences,Occurrences
16,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,45-49,45-49,occurrences,Occurrences
15,2026,2026,E12000008,South East,week-12,Week 12,all,All,45-49,45-49,occurrences,Occurrences
6,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,45-49,45-49,occurrences,Occurrences
7,2026,2026,E12000007,London,week-12,Week 12,female,Female,45-49,45-49,occurrences,Occurrences
20,2026,2026,E12000008,South East,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
7,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,50-54,50-54,occurrences,Occurrences
10,2026,2026,E12000009,South West,week-12,Week 12,male,Male,50-54,50-54,occurrences,Occurrences
27,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,55-59,55-59,occurrences,Occurrences
9,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,55-59,55-59,occurrences,Occurrences
10,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,55-59,55-59,occurrences,Occurrences
53,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
258,2026,2026,E92000001,England,week-12,Week 12,male,Male,60-64,60-64,occurrences,Occurrences
38,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,60-64,60-64,occurrences,Occurrences
78,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,65-69,65-69,occurrences,Occurrences
45,2026,2026,E12000009,South West,week-12,Week 12,all,All,65-69,65-69,occurrences,Occurrences
26,2026,2026,E12000007,London,week-12,Week 12,female,Female,65-69,65-69,occurrences,Occurrences
72,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,70-74,70-74,occurrences,Occurrences
96,2026,2026,W92000004,Wales,week-12,Week 12,all,All,75-79,75-79,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,male,Male,100+,100+,occurrences,Occurrences
7,2026,2026,E12000002,North West,week-12,Week 12,male,Male,100+,100+,occurrences,Occurrences
2,2026,2026,E12000001,North East,week-12,Week 12,all,All,100+,100+,occurrences,Occurrences
23,2026,2026,E12000002,North West,week-12,Week 12,all,All,100+,100+,occurrences,Occurrences
9,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,100+,100+,occurrences,Occurrences
12,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,100+,100+,occurrences,Occurrences
5,2026,2026,E12000002,North West,week-12,Week 12,female,Female,45-49,45-49,occurrences,Occurrences
16,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
12,2026,2026,E12000009,South West,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
16,2026,2026,E12000002,North West,week-12,Week 12,female,Female,50-54,50-54,occurrences,Occurrences
13,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,55-59,55-59,occurrences,Occurrences
424,2026,2026,E92000001,England,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
64,2026,2026,E12000002,North West,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
166,2026,2026,E92000001,England,week-12,Week 12,female,Female,60-64,60-64,occurrences,Occurrences
8,2026,2026,E12000001,North East,week-12,Week 12,female,Female,60-64,60-64,occurrences,Occurrences
17,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,60-64,60-64,occurrences,Occurrences
574,2026,2026,E92000001,England,week-12,Week 12,all,All,65-69,65-69,occurrences,Occurrences
19,2026,2026,E12000009,South West,week-12,Week 12,female,Female,65-69,65-69,occurrences,Occurrences
154,2026,2026,E92000001,England,week-12,Week 12,male,Male,55-59,55-59,occurrences,Occurrences
14,2026,2026,E12000007,London,week-12,Week 12,male,Male,55-59,55-59,occurrences,Occurrences
53,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
40,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
23,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,60-64,60-64,occurrences,Occurrences
46,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,65-69,65-69,occurrences,Occurrences
26,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,70-74,70-74,occurrences,Occurrences
32,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,70-74,70-74,occurrences,Occurrences
53,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,70-74,70-74,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,35-39,35-39,occurrences,Occurrences
3,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,0-1,0-1,occurrences,Occurrences
6,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,40-44,40-44,occurrences,Occurrences
3,2026,2026,E12000002,North West,week-12,Week 12,female,Female,40-44,40-44,occurrences,Occurrences
3,2026,2026,E12000001,North East,week-12,Week 12,female,Female,45-49,45-49,occurrences,Occurrences
5,2026,2026,E12000001,North East,week-12,Week 12,male,Male,45-49,45-49,occurrences,Occurrences
2,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,45-49,45-49,occurrences,Occurrences
2,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-12,Week 12,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000007,London,week-12,Week 12,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,5-9,5-9,occurrences,Occurrences
2,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,5-9,5-9,occurrences,Occurrences
4,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,45-49,45-49,occurrences,Occurrences
6,2026,2026,E12000009,South West,week-12,Week 12,male,Male,45-49,45-49,occurrences,Occurrences
164,2026,2026,E92000001,England,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
38,2026,2026,E12000002,North West,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
22,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,50-54,50-54,occurrences,Occurrences
2,2026,2026,E92000001,England,week-12,Week 12,female,Female,5-9,5-9,occurrences,Occurrences
1,2026,2026,E12000009,South West,week-12,Week 12,all,All,10-14,10-14,occurrences,Occurrences
8,2026,2026,E12000007,London,week-12,Week 12,female,Female,50-54,50-54,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,10-14,10-14,occurrences,Occurrences
31,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,55-59,55-59,occurrences,Occurrences
12,2026,2026,E12000002,North West,week-12,Week 12,female,Female,55-59,55-59,occurrences,Occurrences
17,2026,2026,E12000008,South East,week-12,Week 12,male,Male,55-59,55-59,occurrences,Occurrences
55,2026,2026,E12000008,South East,week-12,Week 12,all,All,60-64,60-64,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,male,Male,10-14,10-14,occurrences,Occurrences
31,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,60-64,60-64,occurrences,Occurrences
1,2026,2026,E12000007,London,week-12,Week 12,male,Male,15-19,15-19,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-12,Week 12,all,All,20-24,20-24,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-12,Week 12,all,All,25-29,25-29,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,male,Male,25-29,25-29,occurrences,Occurrences
3,2026,2026,E12000009,South West,week-12,Week 12,all,All,30-34,30-34,occurrences,Occurrences
9,2026,2026,E92000001,England,week-12,Week 12,male,Male,30-34,30-34,occurrences,Occurrences
6,2026,2026,E12000002,North West,week-12,Week 12,all,All,35-39,35-39,occurrences,Occurrences
5,2026,2026,E12000002,North West,week-12,Week 12,female,Female,35-39,35-39,occurrences,Occurrences
6,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,40-44,40-44,occurrences,Occurrences
10,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,40-44,40-44,occurrences,Occurrences
2,2026,2026,E12000008,South East,week-12,Week 12,male,Male,40-44,40-44,occurrences,Occurrences
8,2026,2026,E12000001,North East,week-12,Week 12,all,All,45-49,45-49,occurrences,Occurrences
8,2026,2026,E12000006,East of England,week-12,Week 12,all,All,45-49,45-49,occurrences,Occurrences
13,2026,2026,E12000007,London,week-12,Week 12,all,All,45-49,45-49,occurrences,Occurrences
8,2026,2026,E12000005,West Midlands,week-12,Week 12,female,Female,45-49,45-49,occurrences,Occurrences
17,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,55-59,55-59,occurrences,Occurrences
4663,2026,2026,E92000001,England,week-12,Week 12,male,Male,all-ages,All ages,occurrences,Occurrences
22,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,55-59,55-59,occurrences,Occurrences
2,2026,2026,E12000006,East of England,week-12,Week 12,all,All,0-1,0-1,occurrences,Occurrences
2,2026,2026,E12000002,North West,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
27,2026,2026,E12000002,North West,week-12,Week 12,female,Female,60-64,60-64,occurrences,Occurrences
30,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,65-69,65-69,occurrences,Occurrences
61,2026,2026,E12000001,North East,week-12,Week 12,all,All,70-74,70-74,occurrences,Occurrences
21,2026,2026,E12000001,North East,week-12,Week 12,female,Female,70-74,70-74,occurrences,Occurrences
1,2026,2026,E12000007,London,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
60,2026,2026,E12000002,North West,week-12,Week 12,female,Female,70-74,70-74,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,all,All,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-12,Week 12,female,Female,1-4,1-4,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-12,Week 12,female,Female,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,all,All,5-9,5-9,occurrences,Occurrences
219,2026,2026,E12000002,North West,week-12,Week 12,all,All,75-79,75-79,occurrences,Occurrences
1600,2026,2026,E92000001,England,week-12,Week 12,all,All,80-84,80-84,occurrences,Occurrences
94,2026,2026,E12000005,West Midlands,week-12,Week 12,female,Female,80-84,80-84,occurrences,Occurrences
49,2026,2026,E12000001,North East,week-12,Week 12,female,Female,85-89,85-89,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,all,All,5-9,5-9,occurrences,Occurrences
100,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,female,Female,85-89,85-89,occurrences,Occurrences
0,2026,2026,E12000007,London,week-12,Week 12,female,Female,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000007,London,week-12,Week 12,male,Male,5-9,5-9,occurrences,Occurrences
79,2026,2026,E12000007,London,week-12,Week 12,male,Male,85-89,85-89,occurrences,Occurrences
114,2026,2026,E12000008,South East,week-12,Week 12,male,Male,85-89,85-89,occurrences,Occurrences
1397,2026,2026,E92000001,England,week-12,Week 12,all,All,90-94,90-94,occurrences,Occurrences
62,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,70-74,70-74,occurrences,Occurrences
134,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,75-79,75-79,occurrences,Occurrences
74,2026,2026,E12000005,West Midlands,week-12,Week 12,female,Female,75-79,75-79,occurrences,Occurrences
186,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,80-84,80-84,occurrences,Occurrences
802,2026,2026,E92000001,England,week-12,Week 12,male,Male,80-84,80-84,occurrences,Occurrences
210,2026,2026,E12000006,East of England,week-12,Week 12,all,All,85-89,85-89,occurrences,Occurrences
44,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,90-94,90-94,occurrences,Occurrences
95,2026,2026,E12000005,West Midlands,week-12,Week 12,female,Female,90-94,90-94,occurrences,Occurrences
34,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,90-94,90-94,occurrences,Occurrences
33,2026,2026,E12000001,North East,week-12,Week 12,male,Male,90-94,90-94,occurrences,Occurrences
30,2026,2026,W92000004,Wales,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
69,2026,2026,E12000002,North West,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
64,2026,2026,E12000007,London,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
123,2026,2026,E12000008,South East,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
79,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,90-94,90-94,occurrences,Occurrences
77,2026,2026,E12000009,South West,week-12,Week 12,all,All,95-99,95-99,occurrences,Occurrences
33,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,95-99,95-99,occurrences,Occurrences
5,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,95-99,95-99,occurrences,Occurrences
23,2026,2026,E12000008,South East,week-12,Week 12,all,All,100+,100+,occurrences,Occurrences
95,2026,2026,E92000001,England,week-12,Week 12,female,Female,100+,100+,occurrences,Occurrences
2,2026,2026,E12000001,North East,week-12,Week 12,female,Female,100+,100+,occurrences,Occurrences
11,2026,2026,E12000006,East of England,week-12,Week 12,female,Female,100+,100+,occurrences,Occurrences
3,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,100+,100+,occurrences,Occurrences
1,2026,2026,E12000001,North East,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
519,2026,2026,E12000006,East of England,week-12,Week 12,male,Male,all-ages,All ages,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
3,2026,2026,E12000002,North West,week-12,Week 12,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,1-4,1-4,occurrences,Occurrences
1,2026,2026,E12000005,West Midlands,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-12,Week 12,female,Female,0-1,0-1,occurrences,Occurrences
1,2026,2026,E12000001,North East,week-12,Week 12,male,Male,0-1,0-1,occurrences,Occurrences
2,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,0-1,0-1,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,1-4,1-4,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,female,Female,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-12,Week 12,female,Female,1-4,1-4,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,male,Male,1-4,1-4,occurrences,Occurrences
0,2026,2026,E12000002,North West,week-12,Week 12,all,All,5-9,5-9,occurrences,Occurrences
0,2026,2026,E12000008,South East,week-12,Week 12,female,Female,5-9,5-9,occurrences,Occurrences
0,2026,2026,W92000004,Wales,week-12,Week 12,all,All,10-14,10-14,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,male,Male,5-9,5-9,occurrences,Occurrences
1,2026,2026,E12000008,South East,week-12,Week 12,all,All,10-14,10-14,occurrences,Occurrences
0,2026,2026,E12000004,East Midlands,week-12,Week 12,all,All,10-14,10-14,occurrences,Occurrences
0,2026,2026,E12000009,South West,week-12,Week 12,female,Female,10-14,10-14,occurrences,Occurrences
4,2026,2026,E12000002,North West,week-12,Week 12,all,All,15-19,15-19,occurrences,Occurrences
1,2026,2026,E12000005,West Midlands,week-12,Week 12,all,All,15-19,15-19,occurrences,Occurrences
1,2026,2026,W92000004,Wales,week-12,Week 12,female,Female,15-19,15-19,occurrences,Occurrences
0,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,male,Male,15-19,15-19,occurrences,Occurrences
3,2026,2026,E92000001,England,week-12,Week 12,male,Male,10-14,10-14,occurrences,Occurrences
0,2026,2026,E12000001,North East,week-12,Week 12,all,All,20-24,20-24,occurrences,Occurrences
0,2026,2026,E12000005,West Midlands,week-12,Week 12,male,Male,10-14,10-14,occurrences,Occurrences
971,2026,2026,E12000003,Yorkshire and The Humber,week-12,Week 12,all,All,all-ages,All ages,occurrences,Occurrences
1500,2026,2026,E12000008,South East,week-12,Week 12,all,All,all-ages,All ages,occurrences,Occurrences
254,2026,2026,E12000001,North East,week-12,Week 12,female,Female,all-ages,All ages,occurrences,Occurrences
